Fund_Name,EOM_Date,Instrument_ID,Instrument_Type,Position,Fund_Price,Market_Value,Realized_PL
Applebead,2022-08-31,GWW,Equities,29537.9131,548.9100,16213655.8646,13911.6720
Applebead,2022-08-31,HAL,Equities,49581.4969,29.6300,1469099.7544,-3064.1959
Applebead,2022-08-31,HOLX,Equities,285884.8015,67.5600,19314377.1909,77174.5879
Applebead,2022-08-31,IEX,Equities,302763.6090,198.8900,60216654.1927,31865.4537
Applebead,2022-08-31,IFF,Equities,226808.9754,106.5500,24166496.3266,-65592.6154
Applebead,2022-08-31,LEN,Equities,299598.8326,76.3000,22859390.9268,-4566.7713
Applebead,2022-08-31,LLY,Equities,56965.9752,298.0400,16978139.2520,-47609.9649
Applebead,2022-08-31,LYB,Equities,54856.1243,78.7200,4318274.1031,24054.9112
Applebead,2022-08-31,LYV,Equities,25318.2112,90.3600,2287753.5645,-2241.7828
Applebead,2022-08-31,MCO,Equities,170897.9256,281.7400,48148781.5681,-159872.4376
Applebead,2022-08-31,META,Equities,297488.9817,162.9300,48469879.7817,36895.6106
Applebead,2022-08-31,MHK,Equities,198325.9878,110.3600,21887256.0106,101115.4759
Applebead,2022-08-31,MMC,Equities,123426.2796,159.0800,19634652.5627,47009.2766
Applebead,2022-08-31,NWL,Equities,95998.2175,17.1200,1643489.4834,-530.4816
Applebead,2022-08-31,ODFL,Equities,105492.5467,270.1700,28500921.3386,-83124.7988
Applebead,2022-08-31,PEP,Equities,29537.9131,167.7500,4954984.9179,6912.2495
Applebead,2022-08-31,PNR,Equities,315422.7146,43.7400,13796589.5364,-36896.4340
Applebead,2022-08-31,PTC,Equities,25318.2112,114.8900,2908809.2853,10051.5922
Applebead,2022-08-31,QRVO,Equities,277445.3978,89.7800,24909047.8134,259694.4929
Applebead,2022-08-31,REGN,Equities,174062.7020,581.0600,101140873.6442,-209115.9839
Applebead,2022-08-31,ROK,Equities,254237.0375,232.9500,59224517.8896,158798.4810
Applebead,2022-08-31,SEDG,Equities,166678.2238,275.9700,45998189.4128,-404995.0276
Applebead,2022-08-31,SLB,Equities,179337.3294,37.4600,6717976.3582,13771.1441
Applebead,2022-08-31,SO,Equities,254237.0375,74.0000,18813540.7763,18023.0816
Applebead,2022-08-31,STT,Equities,105492.5467,65.9700,6959343.3050,-24098.0615
Applebead,2022-08-31,SYY,Equities,173007.7766,80.1100,13859652.9808,2625.8408
Applebead,2022-08-31,TEL,Equities,10549.2547,123.9500,1307580.1162,2893.9041
Applebead,2022-08-31,TFC,Equities,148744.4908,44.2100,6575993.9396,-43624.1640
Applebead,2022-08-31,TJX,Equities,37977.3168,61.3600,2330288.1593,1116.3134
Applebead,2022-08-31,TPR,Equities,233138.5282,33.6700,7849774.2438,-52629.7287
Applebead,2022-08-31,WAT,Equities,137140.3107,298.6000,40950096.7732,227596.6593
Applebead,2022-08-31,WYNN,Equities,73844.7827,60.2900,4452101.9479,-67780.3922
Applebead,2022-08-31,XYL,Equities,59075.8261,90.2800,5333365.5844,21682.7998
Applebead,2022-09-30,ACGL,Equities,187971.8943,45.5400,8560240.0671,3023.9439
Applebead,2022-09-30,ANSS,Equities,266972.3087,221.7000,59187760.8473,-691395.4082
Applebead,2022-09-30,ARE,Equities,194397.4453,136.1200,26461380.2589,16872.6889
Applebead,2022-09-30,AVY,Equities,151327.4758,160.6100,24304705.8939,-162935.1636
Applebead,2022-09-30,AXP,Equities,310458.2353,132.9800,41284736.1367,26129.9764
Applebead,2022-09-30,AZO,Equities,272422.3702,2141.9300,583509647.3551,-388100.3277
Applebead,2022-09-30,BBY,Equities,124996.0087,61.1800,7647255.8134,-50004.7330
Applebead,2022-09-30,BK,Equities,201102.5516,37.2100,7483025.9451,40260.1755
Applebead,2022-09-30,BR,Equities,101852.6319,142.1800,14481407.1974,-196842.7204
Applebead,2022-09-30,CAG,Equities,136299.7461,31.4300,4283901.0194,10662.0051
Applebead,2022-09-30,COP,Equities,263201.3722,98.7200,25983239.4601,-186922.6654
Applebead,2022-09-30,CPB,Equities,148236.0168,45.7700,6784762.4869,8661.2546
Applebead,2022-09-30,CPRT,Equities,125344.9781,26.6000,3334176.4165,49213.4756
Applebead,2022-09-30,CRL,Equities,264958.2450,196.8000,52143782.6233,-304729.1989
Applebead,2022-09-30,CSCO,Equities,136534.4670,38.7300,5287979.9068,58471.6123
Applebead,2022-09-30,DAL,Equities,32584.9598,28.0000,912378.8741,-1765.9452
Applebead,2022-09-30,DGX,Equities,198407.9555,120.2700,23862524.8058,-39459.9513
Applebead,2022-09-30,DRI,Equities,170161.7986,122.1800,20790368.5582,62691.2351
Applebead,2022-09-30,EBAY,Equities,167811.6357,36.2100,6076459.3283,40802.8292
Applebead,2022-09-30,ENPH,Equities,92182.3411,277.4700,25577834.1814,18111.5723
Applebead,2022-09-30,EW,Equities,220227.6119,82.6300,18197407.5687,-167010.9947
Applebead,2022-09-30,EXR,Equities,180236.6533,166.3300,29978762.5483,-515848.2678
Applebead,2022-09-30,FOXA,Equities,166914.6326,30.4600,5084219.7079,-87665.0025
Applebead,2022-09-30,GOOG,Equities,85769.6602,96.1500,8246752.8243,89415.4826
Applebead,2022-09-30,GWW,Equities,29393.1773,483.8700,14222476.6994,-47068.0737
Applebead,2022-09-30,HAL,Equities,50399.5916,24.3100,1225214.0728,21761.3190
Applebead,2022-09-30,HOLX,Equities,290287.4275,64.5200,18729344.8202,66919.9143
Applebead,2022-09-30,IEX,Equities,309939.1065,197.5400,61225371.1033,48434.6083
Applebead,2022-09-30,IFF,Equities,232819.4132,88.3200,20562610.5761,547851.4098
Applebead,2022-09-30,LEN,Equities,295734.0077,73.4400,21718705.5220,-55266.9966
Applebead,2022-09-30,LLY,Equities,55484.8599,319.9300,17751271.2137,162108.0757
Applebead,2022-09-30,LYB,Equities,56414.0382,71.4000,4027962.3280,57019.6498
Applebead,2022-09-30,LYV,Equities,25578.9888,76.0400,1945026.3069,18671.6744
Applebead,2022-09-30,MCO,Equities,166967.2733,240.7300,40194031.7122,-805980.2520
Applebead,2022-09-30,META,Equities,290884.7263,135.6800,39467239.6598,-899829.7973
Applebead,2022-09-30,MHK,Equities,201657.8644,91.1900,18389180.6517,319360.3716
Applebead,2022-09-30,MMC,Equities,125413.4427,147.1700,18457096.3661,118335.5627
Applebead,2022-09-30,NWL,Equities,93607.8619,13.3200,1246856.7201,-45416.7567
Applebead,2022-09-30,ODFL,Equities,108319.7469,247.9100,26853548.4636,314667.3880
Applebead,2022-09-30,PEP,Equities,29697.4178,160.0400,4752774.7452,6148.9074
Applebead,2022-09-30,PNR,Equities,310691.3739,39.9400,12409013.4726,-89895.4737
Applebead,2022-09-30,PTC,Equities,26057.5030,104.6000,2725614.8109,38036.5614
Applebead,2022-09-30,QRVO,Equities,283909.8756,79.4100,22545283.2180,335183.1723
Applebead,2022-09-30,REGN,Equities,173000.9196,688.8700,119175143.4519,572353.8471
Applebead,2022-09-30,ROK,Equities,259092.9649,211.4900,54795571.1538,521041.0118
Applebead,2022-09-30,SEDG,Equities,164711.4207,231.4600,38124105.4412,-437712.0167
Applebead,2022-09-30,SLB,Equities,177543.9561,35.4200,6288606.9242,-18292.4076
Applebead,2022-09-30,SO,Equities,246737.0449,65.2900,16109461.6622,-326624.6780
Applebead,2022-09-30,STT,Equities,103361.5972,59.3000,6129342.7166,-71067.1639
Applebead,2022-09-30,SYY,Equities,173907.4170,68.9000,11982221.0317,50424.8466
Applebead,2022-09-30,TEL,Equities,10492.2887,108.3800,1137154.2486,-4434.8012
Applebead,2022-09-30,TFC,Equities,148342.8807,41.0900,6095408.9681,-6265.1180
Applebead,2022-09-30,TJX,Equities,38395.0673,61.1400,2347474.4143,459.5255
Applebead,2022-09-30,TPR,Equities,231040.2814,27.8100,6425230.2265,-61478.6299
Applebead,2022-09-30,WAT,Equities,140143.6835,269.5300,37772927.0132,436540.2371
Applebead,2022-09-30,WYNN,Equities,73025.1056,62.7200,4580134.6228,9959.0766
Applebead,2022-09-30,XYL,Equities,60794.9327,86.5700,5263017.3226,31889.4263
Applebead,2022-10-31,ACGL,Equities,190076.4706,57.5000,10929397.0607,-125853.6631
Applebead,2022-10-31,ANSS,Equities,271299.8240,221.1600,60000669.0733,11684.2912
Applebead,2022-10-31,ARE,Equities,191718.7786,141.0900,27049602.4711,66564.8686
Applebead,2022-10-31,AVY,Equities,154891.5415,167.3700,25924197.3050,-120465.4203
Applebead,2022-10-31,AXP,Equities,306395.2954,146.8900,45006404.9421,282577.4730
Applebead,2022-10-31,AZO,Equities,275327.6349,2532.8800,697371859.9201,-5679066.2423
Applebead,2022-10-31,BBY,Equities,129933.0599,66.0800,8585976.5985,-120957.7540
Applebead,2022-10-31,BK,Equities,203522.1287,41.0400,8352548.1599,-46334.9005
Applebead,2022-10-31,BR,Equities,103041.5329,147.8400,15233660.2177,-33645.8983
Applebead,2022-10-31,CAG,Equities,133531.6217,35.3500,4720342.8256,54255.2387
Applebead,2022-10-31,COP,Equities,276191.3024,121.6300,33593148.1101,-1487996.5077
Applebead,2022-10-31,CPB,Equities,150953.5048,51.7900,7817882.0114,-81796.3889
Applebead,2022-10-31,CPRT,Equities,125124.7096,28.7600,3598586.6488,2378.8991
Applebead,2022-10-31,CRL,Equities,272823.9803,212.2500,57906889.8193,-607628.0493
Applebead,2022-10-31,CSCO,Equities,134725.7973,44.4000,5981825.3995,51275.7864
Applebead,2022-10-31,DAL,Equities,31943.9871,33.8600,1081623.4024,18780.5005
Applebead,2022-10-31,DGX,Equities,203324.3301,141.5700,28784625.4161,-523593.8998
Applebead,2022-10-31,DRI,Equities,170862.2692,139.7200,23872876.2461,-61431.2637
Applebead,2022-10-31,EBAY,Equities,170661.8333,39.1900,6688237.2476,-42467.9446
Applebead,2022-10-31,ENPH,Equities,90108.1466,307.0000,27663201.0166,306254.8110
Applebead,2022-10-31,EW,Equities,229530.1556,72.4300,16624869.1716,474429.7314
Applebead,2022-10-31,EXR,Equities,189079.5661,170.8800,32309916.2476,-201176.2645
Applebead,2022-10-31,FOXA,Equities,174067.8712,28.6700,4990525.8664,64021.4855
Applebead,2022-10-31,GOOG,Equities,85837.1754,94.6600,8125347.0223,502.9885
Applebead,2022-10-31,GWW,Equities,29112.5671,578.0000,16827063.7978,132069.1785
Applebead,2022-10-31,HAL,Equities,48758.4441,35.9600,1753353.6496,95596.8447
Applebead,2022-10-31,HOLX,Equities,279595.3359,67.8000,18956563.7733,175350.3019
Applebead,2022-10-31,IEX,Equities,305972.9032,220.4100,67439487.6051,453535.3448
Applebead,2022-10-31,IFF,Equities,222658.3711,94.9100,21132506.0038,334806.3371
Applebead,2022-10-31,LEN,Equities,292767.9792,79.8800,23386306.1793,95506.1159
Applebead,2022-10-31,LLY,Equities,55781.0829,358.2600,19984130.7694,-56771.1516
Applebead,2022-10-31,LYB,Equities,56392.0958,72.5100,4088990.8634,121.7806
Applebead,2022-10-31,LYV,Equities,25325.8067,79.6100,2016187.4689,4519.3007
Applebead,2022-10-31,MCO,Equities,168830.0607,262.2800,44280748.3292,-200715.3412
Applebead,2022-10-31,META,Equities,292520.9157,93.1600,27251248.5034,347853.8663
Applebead,2022-10-31,MHK,Equities,200567.0714,94.7500,19003730.0184,19416.1142
Applebead,2022-10-31,MMC,Equities,120019.7143,159.7900,19177950.1491,340344.2633
Applebead,2022-10-31,NWL,Equities,96948.5998,13.2500,1284568.9479,1169.2583
Applebead,2022-10-31,ODFL,Equities,105070.5765,273.6500,28752563.2595,418168.2354
Applebead,2022-10-31,PEP,Equities,28997.3693,178.0000,5161531.7289,62864.3589
Applebead,2022-10-31,PNR,Equities,309997.4439,42.4400,13156291.5193,8674.1247
Applebead,2022-10-31,PTC,Equities,24746.0196,117.8300,2915823.4932,86754.6230
Applebead,2022-10-31,QRVO,Equities,280885.7207,86.0800,24178642.8397,100855.5638
Applebead,2022-10-31,REGN,Equities,170163.6975,748.7500,127410068.5098,849464.2797
Applebead,2022-10-31,ROK,Equities,259474.3205,251.0000,65128054.4430,-75336.7901
Applebead,2022-10-31,SEDG,Equities,163511.3375,230.0300,37612512.9685,-8580.5950
Applebead,2022-10-31,SLB,Equities,175302.2395,51.3300,8998263.9514,178328.5569
Applebead,2022-10-31,SO,Equities,257694.6612,62.8700,16201263.3514,132587.1574
Applebead,2022-10-31,STT,Equities,104743.5496,72.1600,7558294.5396,-88859.5369
Applebead,2022-10-31,SYY,Equities,175845.1041,84.8900,14927490.8873,-154918.0834
Applebead,2022-10-31,TEL,Equities,10511.2774,120.0400,1261773.7333,-1107.0388
Applebead,2022-10-31,TFC,Equities,148209.0107,42.2700,6264794.8807,789.8332
Applebead,2022-10-31,TJX,Equities,37848.1939,70.9600,2685707.8413,26851.4821
Applebead,2022-10-31,TPR,Equities,235143.5195,30.9900,7287097.6700,-65241.4857
Applebead,2022-10-31,WAT,Equities,139485.4100,299.1700,41729850.1117,97556.1314
Applebead,2022-10-31,WYNN,Equities,71777.1288,63.5900,4564307.6182,5428.6992
Applebead,2022-10-31,XYL,Equities,58869.0608,101.5000,5975209.6665,143766.3397
Applebead,2022-11-30,ACGL,Equities,188821.1093,59.9100,11312272.6591,15127.1037
Applebead,2022-11-30,ANSS,Equities,264495.5547,254.3000,67261219.5671,1127467.4166
Applebead,2022-11-30,ARE,Equities,194086.8753,151.1000,29326526.8543,-118523.2392
Applebead,2022-11-30,AVY,Equities,150348.5050,190.8400,28692508.6946,533125.3360
Applebead,2022-11-30,AXP,Equities,318087.8783,155.9300,49599442.8626,-528504.7466
Applebead,2022-11-30,AZO,Equities,265831.7233,2579.0000,685580014.4515,2189757.2127
Applebead,2022-11-30,BBY,Equities,127553.1481,82.3900,10509103.8679,194081.8116
Applebead,2022-11-30,BK,Equities,202312.3401,44.7300,9049430.9739,22320.5983
Applebead,2022-11-30,BR,Equities,102410.8984,146.9000,15044160.9770,-2963.9819
Applebead,2022-11-30,CAG,Equities,138244.1847,36.9200,5103975.2992,-36993.6199
Applebead,2022-11-30,COP,Equities,265010.7803,119.6100,31697939.4347,-112923.2729
Applebead,2022-11-30,CPB,Equities,143761.0229,52.5400,7553204.1444,26971.8069
Applebead,2022-11-30,CPRT,Equities,120866.1865,33.2800,4022426.6868,96242.6226
Applebead,2022-11-30,CRL,Equities,269830.1018,228.5700,61675066.3749,244300.4836
Applebead,2022-11-30,CSCO,Equities,137257.9349,48.5900,6669363.0560,-53048.2827
Applebead,2022-11-30,DAL,Equities,33445.0405,35.3000,1180609.9305,-10807.5848
Applebead,2022-11-30,DGX,Equities,201631.8077,149.6400,30172183.7055,68293.2796
Applebead,2022-11-30,DRI,Equities,173418.9865,143.4700,24880421.9953,-47938.4505
Applebead,2022-11-30,EBAY,Equities,167778.3000,44.9200,7536601.2379,82613.2282
Applebead,2022-11-30,ENPH,Equities,90300.8815,320.5900,28949559.6055,-13096.3353
Applebead,2022-11-30,EW,Equities,230024.4937,77.2500,17769392.1379,-11913.5476
Applebead,2022-11-30,EXR,Equities,187399.5972,154.7500,29000087.6744,-135489.4842
Applebead,2022-11-30,FOXA,Equities,174807.2684,32.2200,5632290.1888,-13124.3014
Applebead,2022-11-30,GOOG,Equities,85356.1294,101.4500,8659379.3252,16331.5121
Applebead,2022-11-30,GWW,Equities,30270.4533,598.2500,18109298.6967,-117235.9770
Applebead,2022-11-30,HAL,Equities,49759.9903,37.4100,1861521.2383,-7261.2102
Applebead,2022-11-30,HOLX,Equities,288629.2956,76.1600,21982007.1543,-377619.5166
Applebead,2022-11-30,IEX,Equities,294588.9916,235.4600,69363923.9505,856639.3553
Applebead,2022-11-30,IFF,Equities,230347.1954,102.8900,23700422.9341,-306784.0882
Applebead,2022-11-30,LEN,Equities,295734.0077,86.9400,25711114.6253,-104700.8040
Applebead,2022-11-30,LLY,Equities,57045.7276,368.1300,21000243.6928,-62410.2135
Applebead,2022-11-30,LYB,Equities,55503.4265,81.7300,4536295.0514,40967.6507
Applebead,2022-11-30,LYV,Equities,25277.7021,72.7600,1839205.6024,-1647.5826
Applebead,2022-11-30,MCO,Equities,171188.4521,296.0600,50682053.1309,-398332.3030
Applebead,2022-11-30,META,Equities,298827.6821,118.1000,35291549.2532,-786453.7715
Applebead,2022-11-30,MHK,Equities,194795.7852,101.3300,19738656.9133,189875.3174
Applebead,2022-11-30,MMC,Equities,126092.2873,171.3600,21607174.3456,-351298.3456
Applebead,2022-11-30,NWL,Equities,97841.3833,12.6600,1238671.9121,2633.7111
Applebead,2022-11-30,ODFL,Equities,106558.0214,301.5600,32133636.9361,-207572.9370
Applebead,2022-11-30,PEP,Equities,30045.9652,181.8500,5463858.7675,-20185.4713
Applebead,2022-11-30,PNR,Equities,306149.2868,45.2300,13847132.2414,53681.7918
Applebead,2022-11-30,PTC,Equities,25166.3019,127.2100,3201405.2695,-19711.2402
Applebead,2022-11-30,QRVO,Equities,271979.7235,99.2500,26993987.5526,586459.9202
Applebead,2022-11-30,REGN,Equities,173993.0770,751.7000,130790595.9461,-56483.3468
Applebead,2022-11-30,ROK,Equities,258101.4405,260.9900,67361894.9528,68575.3561
Applebead,2022-11-30,SEDG,Equities,171045.1932,298.8600,51118566.4484,-2592776.4441
Applebead,2022-11-30,SLB,Equities,182601.2688,50.8600,9287100.5293,17152.7189
Applebead,2022-11-30,SO,Equities,260440.4212,65.6300,17092704.8455,-37891.4881
Applebead,2022-11-30,STT,Equities,106020.0094,77.6900,8236694.5319,-35294.1139
Applebead,2022-11-30,SYY,Equities,174616.7489,84.8400,14814484.9758,-307.0888
Applebead,2022-11-30,TEL,Equities,10705.3836,124.4100,1331856.7784,-4241.2223
Applebead,2022-11-30,TFC,Equities,150380.6802,44.7000,6722016.4062,-26385.7852
Applebead,2022-11-30,TJX,Equities,37548.1731,79.1100,2970435.9761,12225.8477
Applebead,2022-11-30,TPR,Equities,232345.8572,36.9400,8582855.9644,83230.4546
Applebead,2022-11-30,WAT,Equities,139279.6995,346.6000,48274343.8608,48784.2370
Applebead,2022-11-30,WYNN,Equities,75011.5302,83.2500,6244709.8931,-317941.6656
Applebead,2022-11-30,XYL,Equities,57362.6272,111.6300,6403390.0729,76300.8602
Applebead,2022-12-31,ACGL,Equities,182248.9237,62.7800,11441587.4272,94310.8642
Applebead,2022-12-31,ANSS,Equities,277777.4883,241.5900,67108263.4045,844066.8802
Applebead,2022-12-31,ARE,Equities,198434.8561,142.6500,28306732.2199,183702.1890
Applebead,2022-12-31,AVY,Equities,149338.9413,179.3700,26786925.9064,-57898.4766
Applebead,2022-12-31,AXP,Equities,318398.0264,146.1900,46546607.4769,15104.2118
Applebead,2022-12-31,AZO,Equities,265670.3197,2466.1800,655190829.1046,-91047.7687
Applebead,2022-12-31,BBY,Equities,123666.8026,78.3200,9685583.9821,-79087.1293
Applebead,2022-12-31,BK,Equities,196779.0451,44.3600,8729118.4392,-10236.5959
Applebead,2022-12-31,BR,Equities,102752.0613,132.8100,13646501.2625,24034.9260
Applebead,2022-12-31,CAG,Equities,133572.1308,37.6200,5024983.5605,16352.1887
Applebead,2022-12-31,COP,Equities,262310.1711,114.9700,30157800.3748,-62654.1333
Applebead,2022-12-31,CPB,Equities,151042.1185,55.5500,8390389.6825,-109580.4884
Applebead,2022-12-31,CPRT,Equities,123656.2534,30.4400,3764096.3528,39618.9496
Applebead,2022-12-31,CRL,Equities,279138.3422,217.9000,60824244.7605,496594.6226
Applebead,2022-12-31,CSCO,Equities,136494.2743,46.5600,6355173.4132,-7751.1545
Applebead,2022-12-31,DAL,Equities,32342.9599,32.7900,1060525.6548,-13831.1120
Applebead,2022-12-31,DGX,Equities,207192.9528,154.1800,31945009.4626,-126237.9936
Applebead,2022-12-31,DRI,Equities,175678.0039,135.0200,23720044.0879,95443.4849
Applebead,2022-12-31,EBAY,Equities,167161.5906,41.0000,6853625.2152,-12087.5048
Applebead,2022-12-31,ENPH,Equities,89805.2775,264.9600,23794806.3350,-137852.2482
Applebead,2022-12-31,EW,Equities,224002.5572,74.6100,16712830.7896,-79489.5623
Applebead,2022-12-31,EXR,Equities,187214.9853,143.0900,26788592.2455,-10762.8771
Applebead,2022-12-31,FOXA,Equities,168857.6998,30.1600,5092748.2254,-61280.5571
Applebead,2022-12-31,GOOG,Equities,84427.7950,88.7300,7491278.2472,-59042.0685
Applebead,2022-12-31,GWW,Equities,30181.8396,551.8100,16654640.8973,-20576.1102
Applebead,2022-12-31,HAL,Equities,48644.4067,38.9800,1896158.9713,8757.3319
Applebead,2022-12-31,HOLX,Equities,293946.7529,74.8100,21990156.5864,35892.8368
Applebead,2022-12-31,IEX,Equities,309575.7902,226.3700,70078671.6266,681149.9984
Applebead,2022-12-31,IFF,Equities,232002.9009,102.7400,23835978.0400,1241.7791
Applebead,2022-12-31,LEN,Equities,300617.4686,89.5800,26929312.8393,-64461.6848
Applebead,2022-12-31,LLY,Equities,57575.5111,362.9400,20896456.0154,13747.8836
Applebead,2022-12-31,LYB,Equities,55832.5633,79.8200,4456555.2018,3143.2559
Applebead,2022-12-31,LYV,Equities,25761.2799,69.7400,1796591.6603,7302.0253
Applebead,2022-12-31,MCO,Equities,171530.2480,276.5600,47438405.3755,33325.0955
Applebead,2022-12-31,META,Equities,303557.7569,120.3400,36530140.4635,-52976.8379
Applebead,2022-12-31,MHK,Equities,196957.5385,102.2200,20132999.5811,-9619.8020
Applebead,2022-12-31,MMC,Equities,123389.2517,163.7400,20203756.0800,-102985.6535
Applebead,2022-12-31,NWL,Equities,97284.5936,12.7700,1242324.2603,306.2343
Applebead,2022-12-31,ODFL,Equities,108235.3529,283.0900,30640346.0529,154901.5633
Applebead,2022-12-31,PEP,Equities,30276.3609,178.2000,5395247.5123,4204.7219
Applebead,2022-12-31,PNR,Equities,311637.6420,44.4500,13852293.1878,21404.5854
Applebead,2022-12-31,PTC,Equities,24857.4198,120.0400,2983884.6681,-11073.4260
Applebead,2022-12-31,QRVO,Equities,282633.6267,90.6400,25617911.9265,458650.5360
Applebead,2022-12-31,REGN,Equities,169885.1972,721.4900,122570470.9175,-620495.2390
Applebead,2022-12-31,ROK,Equities,257821.7797,254.4200,65595017.2030,-9186.8554
Applebead,2022-12-31,SEDG,Equities,161777.8840,283.2700,45826821.1972,-722386.7554
Applebead,2022-12-31,SLB,Equities,175678.8478,52.9200,9296924.6282,71300.9354
Applebead,2022-12-31,SO,Equities,249609.9234,69.2900,17295471.5948,198198.1097
Applebead,2022-12-31,STT,Equities,103773.0182,76.2600,7913730.3661,-16065.9874
Applebead,2022-12-31,SYY,Equities,174339.9364,74.9700,13070265.0354,-13660.6940
Applebead,2022-12-31,TEL,Equities,10675.8457,113.2500,1209039.5283,-1648.2155
Applebead,2022-12-31,TFC,Equities,146037.3411,41.0900,6000674.3457,-78397.2713
Applebead,2022-12-31,TJX,Equities,36902.5587,78.6700,2903124.2962,-1420.3516
Applebead,2022-12-31,TPR,Equities,234467.4178,37.5500,8804251.5380,-6470.7598
Applebead,2022-12-31,WAT,Equities,135247.7744,342.5800,46333182.5561,-81041.6952
Applebead,2022-12-31,WYNN,Equities,72899.5695,82.0700,5982867.6658,-12460.5686
Applebead,2022-12-31,XYL,Equities,58384.6390,109.8600,6414136.4383,9044.8044
Applebead,2023-01-31,ACGL,Equities,182248.9237,64.3500,11727718.2374,0.0000
Applebead,2023-01-31,ANSS,Equities,269176.8920,266.3600,71697956.9475,1065183.8575
Applebead,2023-01-31,ARE,Equities,192922.2376,157.4100,30367889.4145,406831.2468
Applebead,2023-01-31,AVY,Equities,154738.5773,187.7400,29050620.5084,-225974.7667
Applebead,2023-01-31,AXP,Equities,304317.3032,173.6900,52856872.3965,1936099.4347
Applebead,2023-01-31,AZO,Equities,276349.8577,2438.8500,673975850.4298,1459358.8628
Applebead,2023-01-31,BBY,Equities,125894.8052,86.6300,10906266.9759,-92573.5075
Applebead,2023-01-31,BK,Equities,195589.0891,49.6600,9712954.1668,31533.8321
Applebead,2023-01-31,BR,Equities,104096.0364,148.8800,15497817.8925,-107988.3948
Applebead,2023-01-31,CAG,Equities,132343.3536,36.4800,4827885.5397,-7004.0299
Applebead,2023-01-31,COP,Equities,268845.6454,118.7500,31925420.3892,-123520.4634
Applebead,2023-01-31,CPB,Equities,151972.5628,51.1700,7776436.0363,20376.7293
Applebead,2023-01-31,CPRT,Equities,120609.2067,33.3000,4016286.5817,43572.7681
Applebead,2023-01-31,CRL,Equities,271762.5143,243.2500,66106231.6031,934886.1837
Applebead,2023-01-31,CSCO,Equities,134725.7973,47.9400,6458754.7219,12202.4917
Applebead,2023-01-31,DAL,Equities,31996.3114,39.0200,1248496.0701,10798.1010
Applebead,2023-01-31,DGX,Equities,202034.7892,146.9900,29697093.6699,-185435.9801
Applebead,2023-01-31,DRI,Equities,179530.5917,145.6300,26145040.0714,-204379.7831
Applebead,2023-01-31,EBAY,Equities,163628.0123,48.9400,8007954.9206,140283.0603
Applebead,2023-01-31,ENPH,Equities,89190.3615,221.3800,19744962.2240,-133990.2083
Applebead,2023-01-31,EW,Equities,223755.3881,76.7000,17162038.2690,2582.9164
Applebead,2023-01-31,EXR,Equities,184224.2716,153.4500,28269214.4761,154918.9696
Applebead,2023-01-31,FOXA,Equities,172675.0531,33.7000,5819149.2886,-67567.1533
Applebead,2023-01-31,GOOG,Equities,84469.9920,99.8700,8436018.0994,-2350.3739
Applebead,2023-01-31,GWW,Equities,28976.6927,584.7800,16944990.3712,198668.4588
Applebead,2023-01-31,HAL,Equities,50821.0344,40.8300,2075022.8332,-20133.8064
